Column,Column_Label,Column_Alias,Column_Dtype,Value_Range,Value_PreRepl,Is_Use
cb070_w4_5_,子女5的在学在业状态,kdostat_5,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_6_,子女6的在学在业状态,kdostat_6,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_7_,子女7的在学在业状态,kdostat_7,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_8_,子女8的在学在业状态,kdostat_8,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_9_,子女9的在学在业状态,kdostat_9,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_10_,子女10的在学在业状态,kdostat_10,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_11_,子女11的在学在业状态,kdostat_11,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_12_,子女12的在学在业状态,kdostat_12,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_13_,子女13的在学在业状态,kdostat_13,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_14_,子女14的在学在业状态,kdostat_14,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_15_,子女15的在学在业状态,kdostat_15,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb063_1_,子女1的婚姻状况,kmstat_1,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_2_,子女2的婚姻状况,kmstat_2,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_3_,子女3的婚姻状况,kmstat_3,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_4_,子女4的婚姻状况,kmstat_4,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_5_,子女5的婚姻状况,kmstat_5,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_6_,子女6的婚姻状况,kmstat_6,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_7_,子女7的婚姻状况,kmstat_7,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_8_,子女8的婚姻状况,kmstat_8,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_9_,子女9的婚姻状况,kmstat_9,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_10_,子女10的婚姻状况,kmstat_10,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_11_,子女11的婚姻状况,kmstat_11,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_12_,子女12的婚姻状况,kmstat_12,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_13_,子女13的婚姻状况,kmstat_13,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_14_,子女14的婚姻状况,kmstat_14,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_15_,子女15的婚姻状况,kmstat_15,Cat,"{0:'Married',1:'Partnered',2:'Separated',3:'Divorced',4:'Widowed',5:'Never married'}","{'1 Married with Spouse Present':'Married','2 Married but not Living with Spouse Temporarily for Reasons Such as Work':'Partnered','3 Separated':'Separated', '4 Divorced':'Divorced', '5 Widowed':'Widowed', '6 Never Married':'Never married'}",True
cb063_w4_1_,子女1是否未婚同居,kpartner_1,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb063_w4_2_,子女2是否未婚同居,kpartner_2,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb063_w4_3_,子女3是否未婚同居,kpartner_3,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb063_w4_4_,子女4是否未婚同居,kpartner_4,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb063_w4_5_,子女5是否未婚同居,kpartner_5,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb063_w4_6_,子女6是否未婚同居,kpartner_6,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb063_w4_7_,子女7是否未婚同居,kpartner_7,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb063_w4_8_,子女8是否未婚同居,kpartner_8,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb063_w4_9_,子女9是否未婚同居,kpartner_9,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb063_w4_10_,子女10是否未婚同居,kpartner_10,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb091_w4_1_,子女1配偶的受教育程度(10分类),kseduc10_1,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_2_,子女2配偶的受教育程度(10分类),kseduc10_2,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_3_,子女3配偶的受教育程度(10分类),kseduc10_3,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_4_,子女4配偶的受教育程度(10分类),kseduc10_4,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_5_,子女5配偶的受教育程度(10分类),kseduc10_5,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_6_,子女6配偶的受教育程度(10分类),kseduc10_6,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_7_,子女7配偶的受教育程度(10分类),kseduc10_7,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_8_,子女8配偶的受教育程度(10分类),kseduc10_8,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_9_,子女9配偶的受教育程度(10分类),kseduc10_9,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_10_,子女10配偶的受教育程度(10分类),kseduc10_10,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_11_,子女11配偶的受教育程度(10分类),kseduc10_11,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_12_,子女12配偶的受教育程度(10分类),kseduc10_12,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_13_,子女13配偶的受教育程度(10分类),kseduc10_13,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_14_,子女14配偶的受教育程度(10分类),kseduc10_14,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb091_w4_15_,子女15配偶的受教育程度(10分类),kseduc10_15,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"",""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)','11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb092_w4_1_,子女1配偶是否正在工作,kswork_1,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_2_,子女2配偶是否正在工作,kswork_2,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_3_,子女3配偶是否正在工作,kswork_3,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_4_,子女4配偶是否正在工作,kswork_4,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_5_,子女5配偶是否正在工作,kswork_5,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_6_,子女6配偶是否正在工作,kswork_6,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_7_,子女7配偶是否正在工作,kswork_7,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_8_,子女8配偶是否正在工作,kswork_8,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_9_,子女9配偶是否正在工作,kswork_9,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_10_,子女10配偶是否正在工作,kswork_10,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_11_,子女11配偶是否正在工作,kswork_11,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_12_,子女12配偶是否正在工作,kswork_12,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_13_,子女13配偶是否正在工作,kswork_13,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_14_,子女14配偶是否正在工作,kswork_14,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb092_w4_15_,子女15配偶是否正在工作,kswork_15,Cat,"{0:'No',1:'Yes'}","{'1 Yes':'Yes', '2 No':'No'}",True
cb065_1_,子女1的子女数,kkidn_1,Int,"(0,25)",,True
cb065_2_,子女2的子女数,kkidn_2,Int,"(0,25)",,True
cb065_3_,子女3的子女数,kkidn_3,Int,"(0,25)",,True
cb065_4_,子女4的子女数,kkidn_4,Int,"(0,25)",,True
cb065_5_,子女5的子女数,kkidn_5,Int,"(0,25)",,True
cb065_6_,子女6的子女数,kkidn_6,Int,"(0,25)",,True
cb065_7_,子女7的子女数,kkidn_7,Int,"(0,25)",,True
cb065_8_,子女8的子女数,kkidn_8,Int,"(0,25)",,True
cb065_9_,子女9的子女数,kkidn_9,Int,"(0,25)",,True
cb065_10_,子女10的子女数,kkidn_10,Int,"(0,25)",,True
cb065_11_,子女11的子女数,kkidn_11,Int,"(0,25)",,True
cb065_12_,子女12的子女数,kkidn_12,Int,"(0,25)",,True
cb065_13_,子女13的子女数,kkidn_13,Int,"(0,25)",,True
cb065_14_,子女14的子女数,kkidn_14,Int,"(0,25)",,True
cb065_15_,子女15的子女数,kkidn_15,Int,"(0,25)",,True
cb066_1_,子女1的子女数(16岁以下),kkid16n_1,Int,"(0,25)",,True
cb066_2_,子女2的子女数(16岁以下),kkid16n_2,Int,"(0,25)",,True
cb066_3_,子女3的子女数(16岁以下),kkid16n_3,Int,"(0,25)",,True
cb066_4_,子女4的子女数(16岁以下),kkid16n_4,Int,"(0,25)",,True
cb066_5_,子女5的子女数(16岁以下),kkid16n_5,Int,"(0,25)",,True
cb066_6_,子女6的子女数(16岁以下),kkid16n_6,Int,"(0,25)",,True
cb066_7_,子女7的子女数(16岁以下),kkid16n_7,Int,"(0,25)",,True
cb066_8_,子女8的子女数(16岁以下),kkid16n_8,Int,"(0,25)",,True
cb066_9_,子女9的子女数(16岁以下),kkid16n_9,Int,"(0,25)",,True
cb066_10_,子女10的子女数(16岁以下),kkid16n_10,Int,"(0,25)",,True
cb066_11_,子女11的子女数(16岁以下),kkid16n_11,Int,"(0,25)",,True
cb066_12_,子女12的子女数(16岁以下),kkid16n_12,Int,"(0,25)",,True
